,title,State,rev_id,Prediction,population,DIVISION
10693,"Clinton, Mississippi",Mississippi,1147937258.0,C,2940057.0,East South Central
10694,"Coahoma, Mississippi",Mississippi,1178956177.0,C,2940057.0,East South Central
10695,"Coffeeville, Mississippi",Mississippi,1166018337.0,Start,2940057.0,East South Central
10696,"Coldwater, Mississippi",Mississippi,1166018396.0,C,2940057.0,East South Central
10697,"Collins, Mississippi",Mississippi,1165644775.0,C,2940057.0,East South Central
10698,"Columbia, Mississippi",Mississippi,1165644878.0,GA,2940057.0,East South Central
10699,"Columbus, Mississippi",Mississippi,1166185100.0,C,2940057.0,East South Central
10700,"Como, Mississippi",Mississippi,1166018663.0,C,2940057.0,East South Central
10701,"Corinth, Mississippi",Mississippi,1167803877.0,C,2940057.0,East South Central
10702,"Courtland, Mississippi",Mississippi,1168110803.0,Start,2940057.0,East South Central
10703,"Crawford, Mississippi",Mississippi,1174330344.0,Start,2940057.0,East South Central
10704,"Crenshaw, Mississippi",Mississippi,1166066074.0,C,2940057.0,East South Central
10705,"Crosby, Mississippi",Mississippi,1166066125.0,Start,2940057.0,East South Central
10706,"Crowder, Mississippi",Mississippi,1166066163.0,Start,2940057.0,East South Central
10707,"Cruger, Mississippi",Mississippi,1166066191.0,C,2940057.0,East South Central
10708,"Crystal Springs, Mississippi",Mississippi,1168636912.0,C,2940057.0,East South Central
10709,"D'Iberville, Mississippi",Mississippi,1175768805.0,C,2940057.0,East South Central
10710,"D'Lo, Mississippi",Mississippi,1179849956.0,C,2940057.0,East South Central
10711,"De Kalb, Mississippi",Mississippi,1166066506.0,C,2940057.0,East South Central
10712,"Decatur, Mississippi",Mississippi,1167173891.0,Start,2940057.0,East South Central
10713,"Derma, Mississippi",Mississippi,1166066746.0,Start,2940057.0,East South Central
10714,"Diamondhead, Mississippi",Mississippi,1150129923.0,C,2940057.0,East South Central
10715,"Doddsville, Mississippi",Mississippi,1166066981.0,GA,2940057.0,East South Central
10716,"Drew, Mississippi",Mississippi,1166877462.0,B,2940057.0,East South Central
10717,"Duck Hill, Mississippi",Mississippi,1178799857.0,C,2940057.0,East South Central
10718,"Dumas, Mississippi",Mississippi,1170521349.0,Start,2940057.0,East South Central
10719,"Duncan, Mississippi",Mississippi,1166067115.0,C,2940057.0,East South Central
10720,"Durant, Mississippi",Mississippi,1165647456.0,GA,2940057.0,East South Central
10721,"Ecru, Mississippi",Mississippi,1166067445.0,Start,2940057.0,East South Central
10722,"Eden, Mississippi",Mississippi,1166992234.0,C,2940057.0,East South Central
10723,"Edwards, Mississippi",Mississippi,1157605417.0,C,2940057.0,East South Central
10724,"Ellisville, Mississippi",Mississippi,1179356372.0,C,2940057.0,East South Central
10725,"Enterprise, Clarke County, Mississippi",Mississippi,1166067739.0,C,2940057.0,East South Central
10726,"Ethel, Mississippi",Mississippi,1166067844.0,Start,2940057.0,East South Central
10727,"Eupora, Mississippi",Mississippi,1165650888.0,C,2940057.0,East South Central
10728,"Falcon, Mississippi",Mississippi,1176361787.0,Start,2940057.0,East South Central
10729,"Falkner, Mississippi",Mississippi,1166068051.0,Start,2940057.0,East South Central
10730,"Farmington, Mississippi",Mississippi,1166068099.0,Start,2940057.0,East South Central
10731,"Fayette, Mississippi",Mississippi,1169905013.0,C,2940057.0,East South Central
10732,"Flora, Mississippi",Mississippi,1166068318.0,C,2940057.0,East South Central
10733,"Florence, Mississippi",Mississippi,1165746999.0,Start,2940057.0,East South Central
10734,"Flowood, Mississippi",Mississippi,1180237237.0,C,2940057.0,East South Central
10735,"Forest, Mississippi",Mississippi,1165747140.0,C,2940057.0,East South Central
10736,"French Camp, Mississippi",Mississippi,1166068806.0,C,2940057.0,East South Central
10737,"Friars Point, Mississippi",Mississippi,1179548228.0,C,2940057.0,East South Central
10738,"Fulton, Mississippi",Mississippi,1167951191.0,C,2940057.0,East South Central
10739,"Gattman, Mississippi",Mississippi,1167019864.0,Start,2940057.0,East South Central
10740,"Gautier, Mississippi",Mississippi,1165747791.0,C,2940057.0,East South Central
10741,"Georgetown, Mississippi",Mississippi,1166069196.0,C,2940057.0,East South Central
10742,"Glen, Mississippi",Mississippi,1166069475.0,C,2940057.0,East South Central
10743,"Glendora, Mississippi",Mississippi,1167021562.0,C,2940057.0,East South Central
10744,"Gloster, Mississippi",Mississippi,1130432586.0,C,2940057.0,East South Central
10745,"Gluckstadt, Mississippi",Mississippi,1155969925.0,C,2940057.0,East South Central
10746,"Golden, Mississippi",Mississippi,1166069521.0,C,2940057.0,East South Central
10747,"Goodman, Mississippi",Mississippi,1174868009.0,C,2940057.0,East South Central
10748,"Greenville, Mississippi",Mississippi,1178595232.0,C,2940057.0,East South Central
10749,"Greenwood, Mississippi",Mississippi,1167783753.0,C,2940057.0,East South Central
10750,"Grenada, Mississippi",Mississippi,1178595421.0,C,2940057.0,East South Central
10751,"Gulfport, Mississippi",Mississippi,1179317199.0,GA,2940057.0,East South Central
10752,"Gunnison, Mississippi",Mississippi,1166180242.0,C,2940057.0,East South Central
10753,"Guntown, Mississippi",Mississippi,1176861506.0,C,2940057.0,East South Central
10754,"Hatley, Mississippi",Mississippi,1166180702.0,Start,2940057.0,East South Central
10755,"Hattiesburg, Mississippi",Mississippi,1177430837.0,C,2940057.0,East South Central
10756,"Hazlehurst, Mississippi",Mississippi,1165749558.0,GA,2940057.0,East South Central
10757,"Heidelberg, Mississippi",Mississippi,1179418694.0,C,2940057.0,East South Central
10758,"Hernando, Mississippi",Mississippi,1172547691.0,C,2940057.0,East South Central
10759,"Hickory, Mississippi",Mississippi,1166180960.0,C,2940057.0,East South Central
10760,"Hickory Flat, Mississippi",Mississippi,1166180945.0,C,2940057.0,East South Central
10761,"Hollandale, Mississippi",Mississippi,1165750216.0,C,2940057.0,East South Central
10762,"Holly Springs, Mississippi",Mississippi,1165750254.0,GA,2940057.0,East South Central
10763,"Horn Lake, Mississippi",Mississippi,1165750404.0,C,2940057.0,East South Central
10764,"Houston, Mississippi",Mississippi,1161479292.0,C,2940057.0,East South Central
10765,"Indianola, Mississippi",Mississippi,1173749164.0,GA,2940057.0,East South Central
10766,"Inverness, Mississippi",Mississippi,1168110955.0,C,2940057.0,East South Central
10767,"Isola, Mississippi",Mississippi,1168111038.0,C,2940057.0,East South Central
10768,"Itta Bena, Mississippi",Mississippi,1165750966.0,GA,2940057.0,East South Central
10769,"Iuka, Mississippi",Mississippi,1175721491.0,C,2940057.0,East South Central
10770,"Jackson, Mississippi",Mississippi,1180300306.0,B,2940057.0,East South Central
10771,"Jonestown, Mississippi",Mississippi,321451964.0,Stub,2940057.0,East South Central
10772,"Jumpertown, Mississippi",Mississippi,1166182116.0,C,2940057.0,East South Central
10773,"Kilmichael, Mississippi",Mississippi,1175145640.0,C,2940057.0,East South Central
10774,"Kosciusko, Mississippi",Mississippi,1177468238.0,C,2940057.0,East South Central
10775,"Kossuth, Mississippi",Mississippi,1167291748.0,Start,2940057.0,East South Central
10776,"Lake, Mississippi",Mississippi,1166205360.0,C,2940057.0,East South Central
10777,"Lambert, Mississippi",Mississippi,1166205450.0,C,2940057.0,East South Central
10778,"Laurel, Mississippi",Mississippi,1175429757.0,C,2940057.0,East South Central
10779,"Leakesville, Mississippi",Mississippi,1157006218.0,C,2940057.0,East South Central
10780,"Learned, Mississippi",Mississippi,1179263613.0,C,2940057.0,East South Central
10781,"Leland, Mississippi",Mississippi,1175143027.0,GA,2940057.0,East South Central
10782,"Lena, Mississippi",Mississippi,1167418158.0,Start,2940057.0,East South Central
10783,"Lexington, Mississippi",Mississippi,1166048386.0,C,2940057.0,East South Central
10784,"Liberty, Mississippi",Mississippi,1165890235.0,C,2940057.0,East South Central
10785,"Long Beach, Mississippi",Mississippi,1165891260.0,C,2940057.0,East South Central
10786,"Louin, Mississippi",Mississippi,1166206322.0,C,2940057.0,East South Central
10787,"Louise, Mississippi",Mississippi,1166206339.0,C,2940057.0,East South Central
10788,"Louisville, Mississippi",Mississippi,1165891449.0,GA,2940057.0,East South Central
10789,"Lucedale, Mississippi",Mississippi,1165891572.0,C,2940057.0,East South Central
10790,"Lula, Mississippi",Mississippi,1166206485.0,GA,2940057.0,East South Central
10791,"Lumberton, Mississippi",Mississippi,1165891602.0,Start,2940057.0,East South Central
10792,"Lyon, Mississippi",Mississippi,1166206587.0,C,2940057.0,East South Central
10793,"Maben, Mississippi",Mississippi,1166206604.0,C,2940057.0,East South Central
10794,"Macon, Mississippi",Mississippi,1178023135.0,GA,2940057.0,East South Central
10795,"Madison, Mississippi",Mississippi,1167179287.0,C,2940057.0,East South Central
10796,"Magee, Mississippi",Mississippi,1165891814.0,C,2940057.0,East South Central
10797,"McComb, Mississippi",Mississippi,1176138949.0,C,2940057.0,East South Central
10798,"McCool, Mississippi",Mississippi,1166207311.0,C,2940057.0,East South Central
10799,"McLain, Mississippi",Mississippi,1165892861.0,C,2940057.0,East South Central
10800,"Magnolia, Mississippi",Mississippi,1178198025.0,C,2940057.0,East South Central
10801,"Mantachie, Mississippi",Mississippi,1166206793.0,C,2940057.0,East South Central
10802,"Mantee, Mississippi",Mississippi,1167334236.0,C,2940057.0,East South Central
10803,"Marietta, Mississippi",Mississippi,1171339790.0,Start,2940057.0,East South Central
10804,"Marion, Mississippi",Mississippi,1166665157.0,GA,2940057.0,East South Central
10805,"Marks, Mississippi",Mississippi,1165892293.0,C,2940057.0,East South Central
10806,"Mathiston, Mississippi",Mississippi,1166207187.0,Start,2940057.0,East South Central
10807,"Mayersville, Mississippi",Mississippi,1168832356.0,GA,2940057.0,East South Central
10808,"Meadville, Mississippi",Mississippi,1166207393.0,C,2940057.0,East South Central
10809,"Mendenhall, Mississippi",Mississippi,1165893159.0,C,2940057.0,East South Central
10810,"Meridian, Mississippi",Mississippi,1178791724.0,GA,2940057.0,East South Central
10811,"Merigold, Mississippi",Mississippi,1176731143.0,GA,2940057.0,East South Central
10812,"Metcalfe, Mississippi",Mississippi,1168286765.0,Start,2940057.0,East South Central
10813,"Mize, Mississippi",Mississippi,1166208106.0,Start,2940057.0,East South Central
10814,"Monticello, Mississippi",Mississippi,1150127407.0,C,2940057.0,East South Central
10815,"Montrose, Mississippi",Mississippi,1166208373.0,C,2940057.0,East South Central
10816,"Moorhead, Mississippi",Mississippi,1165894193.0,C,2940057.0,East South Central
10817,"Morgan City, Mississippi",Mississippi,1168111182.0,C,2940057.0,East South Central
10818,"Morton, Mississippi",Mississippi,1165894398.0,C,2940057.0,East South Central
10819,"Moss Point, Mississippi",Mississippi,1170005970.0,C,2940057.0,East South Central
10820,"Mound Bayou, Mississippi",Mississippi,1176247638.0,C,2940057.0,East South Central
10821,"Mount Olive, Mississippi",Mississippi,1166208741.0,C,2940057.0,East South Central
10822,"Myrtle, Mississippi",Mississippi,1166208876.0,C,2940057.0,East South Central
10823,"Natchez, Mississippi",Mississippi,1180337679.0,C,2940057.0,East South Central
10824,"Nettleton, Mississippi",Mississippi,1171850661.0,Start,2940057.0,East South Central
10825,"New Albany, Mississippi",Mississippi,1180206505.0,C,2940057.0,East South Central
10826,"New Augusta, Mississippi",Mississippi,1166209013.0,Start,2940057.0,East South Central
10827,"New Hebron, Mississippi",Mississippi,1166209176.0,Start,2940057.0,East South Central
10828,"New Houlka, Mississippi",Mississippi,1149068502.0,GA,2940057.0,East South Central
10829,"Newton, Mississippi",Mississippi,1167174150.0,C,2940057.0,East South Central
10830,"North Carrollton, Mississippi",Mississippi,1166209700.0,C,2940057.0,East South Central
10831,"Noxapater, Mississippi",Mississippi,1166209899.0,C,2940057.0,East South Central
10832,"Oakland, Mississippi",Mississippi,1166210021.0,C,2940057.0,East South Central
10833,"Ocean Springs, Mississippi",Mississippi,1166676213.0,C,2940057.0,East South Central
10834,"Okolona, Mississippi",Mississippi,1165896467.0,C,2940057.0,East South Central
10835,"Olive Branch, Mississippi",Mississippi,1177971696.0,GA,2940057.0,East South Central
10836,"Osyka, Mississippi",Mississippi,1166210751.0,Start,2940057.0,East South Central
10837,"Oxford, Mississippi",Mississippi,1176927525.0,C,2940057.0,East South Central
10838,"Pace, Mississippi",Mississippi,1166210831.0,C,2940057.0,East South Central
10839,"Pachuta, Mississippi",Mississippi,1166210833.0,C,2940057.0,East South Central
10840,"Paden, Mississippi",Mississippi,1167456347.0,Start,2940057.0,East South Central
10841,"Pascagoula, Mississippi",Mississippi,1178185702.0,C,2940057.0,East South Central
10842,"Pass Christian, Mississippi",Mississippi,1154792193.0,C,2940057.0,East South Central
10843,"Pearl, Mississippi",Mississippi,1177063812.0,C,2940057.0,East South Central
10844,"Pelahatchie, Mississippi",Mississippi,1166211098.0,Start,2940057.0,East South Central
10845,"Petal, Mississippi",Mississippi,1149095141.0,C,2940057.0,East South Central
10846,"Philadelphia, Mississippi",Mississippi,1165897719.0,C,2940057.0,East South Central
10847,"Picayune, Mississippi",Mississippi,1177395530.0,C,2940057.0,East South Central
10848,"Pickens, Mississippi",Mississippi,1177263131.0,GA,2940057.0,East South Central
10849,"Pittsboro, Mississippi",Mississippi,1167496527.0,C,2940057.0,East South Central
10850,"Plantersville, Mississippi",Mississippi,1166229058.0,Start,2940057.0,East South Central
10851,"Polkville, Mississippi",Mississippi,1166229173.0,Start,2940057.0,East South Central
10852,"Pontotoc, Mississippi",Mississippi,1177812595.0,C,2940057.0,East South Central
10853,"Pope, Mississippi",Mississippi,1168110726.0,Start,2940057.0,East South Central
10854,"Poplarville, Mississippi",Mississippi,1175764330.0,C,2940057.0,East South Central
10855,"Port Gibson, Mississippi",Mississippi,1171660195.0,GA,2940057.0,East South Central
10856,"Potts Camp, Mississippi",Mississippi,1166229314.0,C,2940057.0,East South Central
10857,"Prentiss, Mississippi",Mississippi,1178405632.0,C,2940057.0,East South Central
10858,"Puckett, Mississippi",Mississippi,1167501048.0,C,2940057.0,East South Central
10859,"Purvis, Mississippi",Mississippi,1178150820.0,C,2940057.0,East South Central
10860,"Quitman, Mississippi",Mississippi,1165899040.0,C,2940057.0,East South Central
10861,"Raleigh, Mississippi",Mississippi,1167377046.0,C,2940057.0,East South Central
10862,"Raymond, Mississippi",Mississippi,1167174781.0,C,2940057.0,East South Central
10863,"Renova, Mississippi",Mississippi,1166229745.0,C,2940057.0,East South Central
10864,"Richland, Mississippi",Mississippi,1149069143.0,C,2940057.0,East South Central
10865,"Richton, Mississippi",Mississippi,1166229869.0,Start,2940057.0,East South Central
10866,"Ridgeland, Mississippi",Mississippi,1174434800.0,C,2940057.0,East South Central
10867,"Rienzi, Mississippi",Mississippi,1166229938.0,Start,2940057.0,East South Central
10868,"Ripley, Mississippi",Mississippi,1176739171.0,C,2940057.0,East South Central
10869,"Rolling Fork, Mississippi",Mississippi,1175378443.0,GA,2940057.0,East South Central
10870,"Rosedale, Mississippi",Mississippi,1165900246.0,C,2940057.0,East South Central
10871,"Roxie, Mississippi",Mississippi,1166230354.0,C,2940057.0,East South Central
10872,"Ruleville, Mississippi",Mississippi,1165900435.0,GA,2940057.0,East South Central
10873,"Sallis, Mississippi",Mississippi,1166230608.0,C,2940057.0,East South Central
10874,"Saltillo, Mississippi",Mississippi,1160194218.0,C,2940057.0,East South Central
10875,"Sandersville, Mississippi",Mississippi,1166230660.0,GA,2940057.0,East South Central
10876,"Sardis, Mississippi",Mississippi,1166230728.0,C,2940057.0,East South Central
10877,"Satartia, Mississippi",Mississippi,1175056953.0,GA,2940057.0,East South Central
10878,"Schlater, Mississippi",Mississippi,1166230790.0,C,2940057.0,East South Central
10879,"Scooba, Mississippi",Mississippi,1149069471.0,C,2940057.0,East South Central
10880,"Sebastopol, Mississippi",Mississippi,1178492137.0,C,2940057.0,East South Central
10881,"Seminary, Mississippi",Mississippi,1177927969.0,C,2940057.0,East South Central
10882,"Senatobia, Mississippi",Mississippi,1178892650.0,C,2940057.0,East South Central
10883,"Shannon, Mississippi",Mississippi,1166231088.0,C,2940057.0,East South Central
10884,"Shaw, Mississippi",Mississippi,1165901460.0,C,2940057.0,East South Central
10885,"Shelby, Mississippi",Mississippi,1165901501.0,C,2940057.0,East South Central
10886,"Sherman, Mississippi",Mississippi,1166231211.0,C,2940057.0,East South Central
10887,"Shubuta, Mississippi",Mississippi,1166231261.0,C,2940057.0,East South Central
10888,"Shuqualak, Mississippi",Mississippi,1179891111.0,C,2940057.0,East South Central
10889,"Sidon, Mississippi",Mississippi,1166231316.0,C,2940057.0,East South Central
10890,"Silver City, Mississippi",Mississippi,1168751027.0,C,2940057.0,East South Central
10891,"Silver Creek, Mississippi",Mississippi,1166231353.0,GA,2940057.0,East South Central
10892,"Slate Springs, Mississippi",Mississippi,1167672953.0,C,2940057.0,East South Central
10893,"Sledge, Mississippi",Mississippi,1166231436.0,C,2940057.0,East South Central
10894,"Smithville, Mississippi",Mississippi,1174701419.0,GA,2940057.0,East South Central
10895,"Snow Lake Shores, Mississippi",Mississippi,1166231502.0,GA,2940057.0,East South Central
10896,"Soso, Mississippi",Mississippi,1149069649.0,GA,2940057.0,East South Central
10897,"Southaven, Mississippi",Mississippi,1171680998.0,C,2940057.0,East South Central
10898,"Starkville, Mississippi",Mississippi,1178420585.0,GA,2940057.0,East South Central
10899,"State Line, Mississippi",Mississippi,1165903081.0,C,2940057.0,East South Central
10900,"Adrian, Missouri",Missouri,1165506118.0,C,6177957.0,West North Central
10901,"Advance, Missouri",Missouri,1178755779.0,C,6177957.0,West North Central
10902,"Agency, Missouri",Missouri,1166383903.0,C,6177957.0,West North Central
10903,"Airport Drive, Missouri",Missouri,1166384043.0,C,6177957.0,West North Central
10904,"Alba, Missouri",Missouri,1165506272.0,C,6177957.0,West North Central
10905,"Albany, Missouri",Missouri,1165506290.0,GA,6177957.0,West North Central
10906,"Stonewall, Mississippi",Mississippi,1166330579.0,C,2940057.0,East South Central
10907,"Sturgis, Mississippi",Mississippi,1166330718.0,C,2940057.0,East South Central
10908,"Summit, Mississippi",Mississippi,1166330804.0,C,2940057.0,East South Central
10909,"Sumner, Mississippi",Mississippi,1167220165.0,C,2940057.0,East South Central
10910,"Sumrall, Mississippi",Mississippi,1174516979.0,GA,2940057.0,East South Central
10911,"Sunflower, Mississippi",Mississippi,1166330873.0,Start,2940057.0,East South Central
10912,"Sylvarena, Mississippi",Mississippi,1167680595.0,Start,2940057.0,East South Central
10913,"Taylor, Mississippi",Mississippi,1175851900.0,Start,2940057.0,East South Central
10914,"Taylorsville, Mississippi",Mississippi,1166331155.0,C,2940057.0,East South Central
10915,"Tchula, Mississippi",Mississippi,1166331165.0,GA,2940057.0,East South Central
10916,"Terry, Mississippi",Mississippi,1149069811.0,C,2940057.0,East South Central
10917,"Thaxton, Mississippi",Mississippi,1149069816.0,Start,2940057.0,East South Central
10918,"Tillatoba, Mississippi",Mississippi,1166331370.0,Start,2940057.0,East South Central
10919,"Tishomingo, Mississippi",Mississippi,1149069841.0,C,2940057.0,East South Central
10920,"Toccopola, Mississippi",Mississippi,1172520121.0,Start,2940057.0,East South Central
10921,"Tremont, Mississippi",Mississippi,1166331563.0,C,2940057.0,East South Central
10922,"Tunica, Mississippi",Mississippi,1171097017.0,C,2940057.0,East South Central
10923,"Tupelo, Mississippi",Mississippi,1177706007.0,B,2940057.0,East South Central
10924,"Tutwiler, Mississippi",Mississippi,1166331785.0,C,2940057.0,East South Central
10925,"Tylertown, Mississippi",Mississippi,1166331817.0,C,2940057.0,East South Central
10926,"Union, Mississippi",Mississippi,1166331904.0,Start,2940057.0,East South Central
10927,"Utica, Mississippi",Mississippi,1149070000.0,GA,2940057.0,East South Central
10928,"Vaiden, Mississippi",Mississippi,1166331978.0,C,2940057.0,East South Central
10929,"Vardaman, Mississippi",Mississippi,1166664334.0,C,2940057.0,East South Central
10930,"Verona, Mississippi",Mississippi,1165906174.0,Start,2940057.0,East South Central
10931,"Vicksburg, Mississippi",Mississippi,1178431124.0,C,2940057.0,East South Central
10932,"Walls, Mississippi",Mississippi,1166332447.0,C,2940057.0,East South Central
10933,"Walnut, Mississippi",Mississippi,1166332471.0,C,2940057.0,East South Central
10934,"Walnut Grove, Mississippi",Mississippi,1166332469.0,C,2940057.0,East South Central
10935,"Walthall, Mississippi",Mississippi,1167835847.0,Start,2940057.0,East South Central
10936,"Water Valley, Mississippi",Mississippi,1165906750.0,Start,2940057.0,East South Central
10937,"Waveland, Mississippi",Mississippi,1167494142.0,GA,2940057.0,East South Central
10938,"Waynesboro, Mississippi",Mississippi,1165906909.0,C,2940057.0,East South Central
10939,"Webb, Mississippi",Mississippi,1166332933.0,C,2940057.0,East South Central
10940,"Weir, Mississippi",Mississippi,1166332970.0,C,2940057.0,East South Central
10941,"Wesson, Mississippi",Mississippi,1166333051.0,C,2940057.0,East South Central
10942,"West, Mississippi",Mississippi,1166333225.0,GA,2940057.0,East South Central
10943,"West Point, Mississippi",Mississippi,1178518192.0,C,2940057.0,East South Central
10944,"Wiggins, Mississippi",Mississippi,1102130087.0,Stub,2940057.0,East South Central
10945,"Winona, Mississippi",Mississippi,1179938515.0,C,2940057.0,East South Central
10946,"Winstonville, Mississippi",Mississippi,1166334125.0,C,2940057.0,East South Central
10947,"Woodland, Mississippi",Mississippi,1178978321.0,C,2940057.0,East South Central
10948,"Woodville, Mississippi",Mississippi,1179876235.0,C,2940057.0,East South Central
10949,"Yazoo City, Mississippi",Mississippi,1171172703.0,C,2940057.0,East South Central
10950,"Aldrich, Missouri",Missouri,1166384518.0,C,6177957.0,West North Central
10951,"Alexandria, Missouri",Missouri,1165506423.0,C,6177957.0,West North Central
10952,"Allendale, Missouri",Missouri,1176156840.0,GA,6177957.0,West North Central
10953,"Allenville, Missouri",Missouri,1166385066.0,GA,6177957.0,West North Central
10954,"Alma, Missouri",Missouri,1165506544.0,GA,6177957.0,West North Central
10955,"Altamont, Missouri",Missouri,1166385558.0,C,6177957.0,West North Central
10956,"Altenburg, Missouri",Missouri,1171305859.0,GA,6177957.0,West North Central
10957,"Alton, Missouri",Missouri,1171327699.0,GA,6177957.0,West North Central
10958,"Amazonia, Missouri",Missouri,1166385928.0,C,6177957.0,West North Central
10959,"Amity, Missouri",Missouri,1166483322.0,C,6177957.0,West North Central
10960,"Amoret, Missouri",Missouri,1165507111.0,C,6177957.0,West North Central
10961,"Amsterdam, Missouri",Missouri,1165507119.0,GA,6177957.0,West North Central
10962,"Anderson, Missouri",Missouri,1165507172.0,GA,6177957.0,West North Central
10963,"Annada, Missouri",Missouri,1166483904.0,Start,6177957.0,West North Central
10964,"Annapolis, Missouri",Missouri,1165507274.0,GA,6177957.0,West North Central
10965,"Anniston, Missouri",Missouri,1167207780.0,C,6177957.0,West North Central
10966,"Appleton City, Missouri",Missouri,1165507342.0,C,6177957.0,West North Central
10967,"Arbela, Missouri",Missouri,1166484507.0,C,6177957.0,West North Central
10968,"Arbyrd, Missouri",Missouri,1165507367.0,C,6177957.0,West North Central
10969,"Arcadia, Missouri",Missouri,1165507396.0,C,6177957.0,West North Central
10970,"Archie, Missouri",Missouri,1165507417.0,GA,6177957.0,West North Central
10971,"Arcola, Missouri",Missouri,1166484668.0,C,6177957.0,West North Central
10972,"Argyle, Missouri",Missouri,1166484880.0,GA,6177957.0,West North Central
10973,"Arkoe, Missouri",Missouri,1166502899.0,GA,6177957.0,West North Central
10974,"Armstrong, Missouri",Missouri,1165507559.0,C,6177957.0,West North Central
10975,"Arnold, Missouri",Missouri,1178854819.0,GA,6177957.0,West North Central
10976,"Arrow Point, Missouri",Missouri,1166485417.0,C,6177957.0,West North Central
10977,"Arrow Rock, Missouri",Missouri,1166485423.0,C,6177957.0,West North Central
10978,"Asbury, Missouri",Missouri,1165507624.0,C,6177957.0,West North Central
10979,"Ash Grove, Missouri",Missouri,1165507634.0,C,6177957.0,West North Central
10980,"Ashburn, Missouri",Missouri,1166485724.0,Start,6177957.0,West North Central
10981,"Ashland, Missouri",Missouri,1178048069.0,C,6177957.0,West North Central
10982,"Atlanta, Missouri",Missouri,1178189552.0,C,6177957.0,West North Central
10983,"Augusta, Missouri",Missouri,1179694483.0,C,6177957.0,West North Central
10984,"Aullville, Missouri",Missouri,1166486923.0,C,6177957.0,West North Central
10985,"Aurora, Missouri",Missouri,1165508082.0,C,6177957.0,West North Central
10986,"Auxvasse, Missouri",Missouri,1165508124.0,GA,6177957.0,West North Central
10987,"Ava, Missouri",Missouri,1165508134.0,GA,6177957.0,West North Central
10988,"Avilla, Missouri",Missouri,1155744400.0,FA,6177957.0,West North Central
10989,"Avondale, Missouri",Missouri,1165508179.0,C,6177957.0,West North Central
10990,"Bagnell, Missouri",Missouri,1165508234.0,C,6177957.0,West North Central
10991,"Baker, Missouri",Missouri,1174668650.0,GA,6177957.0,West North Central
10992,"Bakersfield, Missouri",Missouri,1166532475.0,GA,6177957.0,West North Central
10993,"Baldwin Park, Missouri",Missouri,1166532557.0,Start,6177957.0,West North Central
10994,"Ballwin, Missouri",Missouri,1165508301.0,GA,6177957.0,West North Central
10995,"Baring, Missouri",Missouri,1172693618.0,GA,6177957.0,West North Central
10996,"Barnard, Missouri",Missouri,1165508400.0,C,6177957.0,West North Central
10997,"Barnett, Missouri",Missouri,1165508426.0,GA,6177957.0,West North Central
10998,"Bates City, Missouri",Missouri,1169053431.0,C,6177957.0,West North Central
10999,"Battlefield, Missouri",Missouri,1165508604.0,C,6177957.0,West North Central
11000,"Bel-Nor, Missouri",Missouri,1167447148.0,C,6177957.0,West North Central
11001,"Bel-Ridge, Missouri",Missouri,1165509003.0,C,6177957.0,West North Central
11002,"Bell City, Missouri",Missouri,1165509033.0,GA,6177957.0,West North Central
11003,"Bella Villa, Missouri",Missouri,1165509040.0,Start,6177957.0,West North Central
11004,"Belle, Missouri",Missouri,1167820226.0,C,6177957.0,West North Central
11005,"Bellefontaine Neighbors, Missouri",Missouri,1165509101.0,C,6177957.0,West North Central
11006,"Bellerive, Missouri",Missouri,1107147139.0,Stub,6177957.0,West North Central
11007,"Bellflower, Missouri",Missouri,1165509171.0,C,6177957.0,West North Central
11008,"Belton, Missouri",Missouri,1165509242.0,C,6177957.0,West North Central
11009,"Benton, Missouri",Missouri,1165535845.0,C,6177957.0,West North Central
11010,"Benton City, Missouri",Missouri,1166608106.0,GA,6177957.0,West North Central
11011,"Berger, Missouri",Missouri,1165535958.0,C,6177957.0,West North Central
11012,"Berkeley, Missouri",Missouri,1165535967.0,GA,6177957.0,West North Central
11013,"Bernie, Missouri",Missouri,1165536015.0,C,6177957.0,West North Central
11014,"Bertrand, Missouri",Missouri,1165536042.0,C,6177957.0,West North Central
11015,"Bethany, Missouri",Missouri,1179137658.0,GA,6177957.0,West North Central
11016,"Bethel, Missouri",Missouri,1166609409.0,GA,6177957.0,West North Central
11017,"Beverly Hills, Missouri",Missouri,1165536068.0,C,6177957.0,West North Central
11018,"Bevier, Missouri",Missouri,1165536082.0,C,6177957.0,West North Central
11019,"Big Lake, Missouri",Missouri,1166610032.0,C,6177957.0,West North Central
11020,"Bigelow, Missouri",Missouri,1166610283.0,C,6177957.0,West North Central
11021,"Billings, Missouri",Missouri,1165536136.0,C,6177957.0,West North Central
11022,"Birch Tree, Missouri",Missouri,1165536163.0,GA,6177957.0,West North Central
11023,"Birmingham, Missouri",Missouri,1178209647.0,C,6177957.0,West North Central
11024,"Bismarck, Missouri",Missouri,1165536200.0,C,6177957.0,West North Central
11025,"Black Jack, Missouri",Missouri,1165536227.0,C,6177957.0,West North Central
11026,"Blackburn, Missouri",Missouri,1165536239.0,C,6177957.0,West North Central
11027,"Blackwater, Missouri",Missouri,1170478363.0,GA,6177957.0,West North Central
11028,"Blairstown, Missouri",Missouri,1165536306.0,C,6177957.0,West North Central
11029,"Bland, Missouri",Missouri,1178268570.0,C,6177957.0,West North Central
11030,"Blodgett, Missouri",Missouri,1166612028.0,C,6177957.0,West North Central
